Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
4,2,6,4,No,Search,1,8,53.1,No,No,no
6,5,6,7,Just need a look at the optimization feature ,Search,2,13,726.08,Yes,Yes,yes
6,6,6,6,"I'm always reminded of a quote whenever a company mentions how empathetic and kind they strive to be: 
""It is not from the benevolence of the butcher, the brewer, or the baker, that we expect our dinner, but from their regard to their own interest. We address ourselves, not to their humanity but to their self-love, and never talk to them of our own necessities but of their advantages.""
-Adam smith, The Wealth of Nations.
",Search,4,25,70.77,No,No,no
2,6,3,5,I had packages not ever shown up,Product,4,84,12.08,No,No,yes
5,6,5,6,"Well, they act as a middle man, generally, for people selling CCG cards.  Like a specialized eBay.  Not sure this really constitutes 'creating quality products, services, and/or experiences'.  I will say, that what they do, they do well and I am happy with it. ",HomePage,4,61,32.47,No,No,yes
7,6,6,6,"I like tcg player and it's where I buy cards, primarily.",Search,7,82,52.42,Yes,No,yes
4,4,6,6,"for the neithers I wouldnt be able to give an honest response
",Infinite,2,10,29.07,No,No,yes
6,6,6,6,i have yet to have a bad experience with TCG directly. ,Product,2,29,16.57,No,No,yes
7,6,7,6,"I think TCGplayer is useful resource for anyone who likes anything TCG. I use them on a daily for card valuing, planning, buying and selling. They are over all a positive, strong, and equal sight for all. ",Search,1,26,3.7,No,No,no
3,2,5,3,Help articles are out of date. Policies in help articles are not followed or have lapsed. ,Product,2,40,42.77,No,No,no
4,4,6,6,TCG median is the standard pricing used in the Philippines and as such is relied upon by thousands of players in the country.,HomePage,2,14,121.74,No,No,yes
6,4,5,4,I don’t like having to re-verify my login info EVERY time. ,Search,2,12,556.98,No,No,yes
4,4,4,6,"Never really used tcg player services other than the marketplace, which usually works as expected ",Search,1,2,60.36,No,No,yes
6,5,6,6,Site works well.,OrderComplete,2,21,68.82,No,No,yes
2,2,6,5,TCG sellers have allot to do with the experience of using this platform for purchases. I truly believe all cards stores should look to be partnered with TCG direct so every customer has the same experience with every purchase.,Search,1,1,11.01,Yes,No,no
7,7,7,7,Good service ,OrderComplete,2,8,212.25,Yes,No,no
1,1,1,4,Price gouging scalpers. ,Product,1,2,81.68,No,No,no
7,7,7,7,Tcgplayer is top notch in it's products and costumers needs,Product,1,23,23.56,No,No,yes
7,7,6,7,"I consider TCG Player to act respecting the community it has created and has always been on the side of the customer. In my experience, this is the only place I buy cards online.",Product,3,62,89.62,No,No,yes
4,4,5,5,"Some of the questions seem irrelevant at least in terms of being a buyer exclusively on tcgplayer, I wish that shipping turn around was faster however due to processing times sometimes being fairly long.",Search,1,1,25.96,Yes,No,yes
7,6,7,5,"My only concern is the card grading system in place...  Every time I order a card in ""near mint"" condition it comes Lightly Played.  I understand this isn't always a TCGPlayer thing, but there is no accountability for a 3rd party vendor to send the accurate condition card.  And first hand I have experienced this MANY times. ",Product,1,117,5.77,Yes,No,yes
4,6,6,6,Would love for some updated photos on your dragon ball cards. ,HomePage,5,125,251.75,Yes,Yes,yes
7,7,7,7,TCG has taken a problem I caused and fixed it for me with no questions asked. Lovely company that's been extremely easy to work with. Definitely recommend. ,Product,5,49,361.3,No,No,yes
4,6,5,6,Haven't use the site as much as others but from what I have seen it is very useful and easy to understand. ,Search,2,19,21.88,No,No,yes
5,5,7,7,"You could be a little more sympathetic to your employees instead of trying to battle them on union issues. While I’m not an employee or in association to any of your employees, I can only read the news posted about unfair labor practices the company has initiated. Have you heard the saying “happy wife, happy life”? It’s very much the same with happy employees. If you do any research on how happy employees have stronger work ethics, you’ll realize it’s at least worth an attempt.",Product,2,22,81.63,No,No,yes
4,5,5,3,"The website is very user-friendly however I have had to, in the past, contact multiple sellers to inquire about my orders as they were late, or, in the case of tracking orders, had yet to arrive even when shown to be delivered. Once my order was given to the wrong address, I had to get a refund on an order that never arrived. The TCG direct system, though, seems to be effective and reliable.",OrderComplete,5,38,128.3,Yes,No,yes
6,6,6,6,No complaints. At least nothing worth voicing.,Search,1,1,587.81,No,No,yes
1,1,1,1,I love tcg player my number 1 for Pokémon great customer service ,Search,5,93,30.04,No,Yes,yes
4,6,6,6,"Well, for the last question, it's hard to say? I think everyone gets good service, and there isn't evidence of the opposite? But it's also an online store, so I'm not sure how such an arrangement can provide empathy and kindness. (Additionally, I've rarely had trouble with orders, so I've never had to reach out...)",HomePage,1,22,29.89,No,No,yes
7,7,5,7,Only issue I have is when optimizing my cart I'm not always aware of what items get removed,Search,3,63,75.22,No,No,yes
4,2,5,6,Not sure what this silly ass poll is about,Product,2,14,54.16,No,No,yes
4,4,7,7,"The question about empathy is silly and to subjective to answer. The other question about making your motives clear is dependent on facts I don't have, for example, how would I ever know the truth if you lied to begin with. You're a company out to make money, that should be the motive that matters. You're awesome in the ways that matter to me as a consumer. ",HomePage,6,22,193.3,No,Yes,yes
7,7,7,7,Tcg players is great ,Product,6,22,193.3,No,Yes,yes
7,7,7,7,Think the fees are a little steep but a great marketplace for the trading game,Search,2,1,19.83,No,No,yes
6,6,6,6,I haven’t received any bad experience on TCG y’all doing great !,Product,3,50,102.39,No,Yes,yes
7,7,6,7,TCGplayer has been a great company to work with on selling my Magic cards and purchasing as well. I might want recommendations or updates that my cards I'm selling are not within the markets pricing to sell. Sometimes I forget to update and it would help both sides move products. ,Search,2,5,162.28,No,No,yes
4,6,6,6,"There are severely limited shipping options to Canada. Perhaps TCG could offer a service to receive cards from US dealers and then ship them to Canada or encourage US dealers to offer International shipping or shipping to Canada. Its not complicated or cheap and we like cards up here.
Thanks",Search,2,53,53.08,Yes,No,yes
7,7,7,7,The Perfect place to buy cards !,Product,1,13,42.93,Yes,No,yes
4,7,7,7,"Too new to the site to witness empathy and kindness, but so far the few that I've interacted with were great.",Search,1,34,21.51,No,No,yes
4,4,6,6,"I am not sure of any instance when TCGPLAYER would have had a chance to show empathy or kindness as I have never contacted customer support. In the same way, I cannot remember any time when TCGPLAYER would have been expected to share its motives, so I’m not disappointed by the fact that it never has.  TCGDIRECT and most other TCGPLAYER sellers I’ve bought from have delivered on their promises, but I didn’t rate my answer at the highest possible standard because I can’t answer for every seller on TCGONE. (I once got sent the Celebrations Pikachu V promo instead of the Shining Fates Promo Pikachu V, but small mistakes like that happen sometimes, so I don’t hold it against anyone.)",Search,3,77,388.23,Yes,Yes,yes
6,6,6,6,Great,Search,1,1,13.49,No,No,no
6,6,6,7,I've had great experiences with customer service. This is where I buy all of my singles. Y'all are great.,HomePage,5,4,88.48,No,No,no
4,5,5,3,"love the cart optimizer, but my orders are either wrong or I don't even get them occasionally",Product,1,5,107.16,No,No,yes
